,alias,LATITUDE,LONGITUDE,display_phone,id,ADDRESS,CITY,COUNTRY,STATE,ZIPCODE,BUSINESS_NAME,phone,price,rating,review_count,url,PROPERTYTYPE,SOURCE,DATE_SCRAPED
11,lawndale-community-center-lawndale,33.8979788,-118.3539849,(310) 973-3200,MubtEFl_qx7ETnZ_gL9Dvg,14717 Burin Ave,Lawndale,US,CA,90260,Lawndale Community Center,+13109733200,NA,3.0,5,https://www.yelp.com/biz/lawndale-community-center-lawndale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
12,japanese-american-cultural-and-community-center-los-angeles,34.04778,-118.2418045,(213) 628-2725,6OiKH_2OT2r8P7M8gfdPPw,244 S San Pedro St,Los Angeles,US,CA,90012,Japanese American Cultural & Community Center,+12136282725,NA,4.5,27,https://www.yelp.com/biz/japanese-american-cultural-and-community-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
13,stoneview-nature-center-culver-city,34.0140202257974,-118.376888630411,NA,o2Av2eJqhjvxBLUGTJ9Hqw,5950 Stoneview Dr,Culver City,US,CA,90232,Stoneview Nature Center,NA,NA,5.0,6,https://www.yelp.com/biz/stoneview-nature-center-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
14,chucos-justice-center-inglewood,33.9759298391701,-118.335641626783,(323) 235-4243,h8QvCkSoznsvn3nzDav7QA,1137 Redondo Blvd,Inglewood,US,CA,90302,Chuco's Justice Center,+13232354243,NA,4.5,4,https://www.yelp.com/biz/chucos-justice-center-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
15,pacific-park-and-community-center-glendale,34.1398239,-118.2645416,(818) 548-4098,EBpsJCS_J11seTtjl1iSdw,501 S Pacific Ave,Glendale,US,CA,91204,Pacific Park and Community Center,+18185484098,NA,4.5,6,https://www.yelp.com/biz/pacific-park-and-community-center-glendale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
16,the-catalina-room-redondo-beach,33.84029,-118.38778,(310) 928-7545,A0shY78Xmksxt4v4IxGVSA,128 S Catalina Ave,Redondo Beach,US,CA,90277,The Catalina Room,+13109287545,NA,4.5,12,https://www.yelp.com/biz/the-catalina-room-redondo-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
17,richstone-family-center-hawthorne,33.907253833,-118.34143,(310) 970-1921,7imbG5V-A1QRjEviese22w,13634 Cordary Ave,Hawthorne,US,CA,90250,Richstone Family Center,+13109701921,NA,5.0,5,https://www.yelp.com/biz/richstone-family-center-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
18,east-san-gabriel-valley-japanese-community-center-west-covina,34.083458,-117.9304935,(626) 960-2566,47FX-PvEBZJscis3-Wopnw,1203 W Puente Ave,West Covina,US,CA,91790,East San Gabriel Valley Japanese Community Center,+16269602566,NA,5.0,14,https://www.yelp.com/biz/east-san-gabriel-valley-japanese-community-center-west-covina?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
19,barbara-j-riley-community-and-senior-center-downey,33.9284279903587,-118.154278993607,(562) 904-7223,0QmJEmTU_LCxAYRQAq9kaQ,7810 Quill Dr,Downey,US,CA,90242,Barbara J Riley Community and Senior Center,+15629047223,NA,3.5,9,https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,community center,yelp,12-01-2019
0,one-stop-mart-los-angeles-3,34.00395,-118.3184,(323) 292-9440,0vjcB6QSowKhWkLDYJZumQ,4355 Arlington Ave,Los Angeles,US,CA,90008,One Stop Mart,+13232929440,NA,5.0,1,https://www.yelp.com/biz/one-stop-mart-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
1,tags-liquor-store-los-angeles,34.0153576433659,-118.334811106324,(323) 295-6658,Y4KpMq3uYgb65nU3HRO6XA,3866 Crenshaw Blvd,Los Angeles,US,CA,90008,Tag's Liquor Store,+13232956658,NA,5.0,1,https://www.yelp.com/biz/tags-liquor-store-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
2,sunshine-liquor-los-angeles-2,33.97486,-118.32234,(323) 753-2305,vGtCuPajcUamH4egW0prtQ,2619 W Florence Ave,Los Angeles,US,CA,90043,Sunshine Liquor,+13237532305,$$,5.0,1,https://www.yelp.com/biz/sunshine-liquor-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
3,shyreas-liquor-los-angeles,33.9455849,-118.308055,(323) 755-0036,KEylYCrcUwGqxrfUVFuLeA,1753 W Century Blvd,Los Angeles,US,CA,90047,Shyrea's Liquor,+13237550036,NA,2.5,2,https://www.yelp.com/biz/shyreas-liquor-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
4,windsor-hills-wine-and-spirits-los-angeles,33.989183,-118.3528531,(323) 291-1840,g_ei6ED-qtN6qFpXsCmz3w,4431 W Slauson Ave,Los Angeles,US,CA,90043,Windsor Hills Wine & Spirits,+13232911840,NA,4.5,5,https://www.yelp.com/biz/windsor-hills-wine-and-spirits-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
5,t-and-ds-liquor-store-los-angeles,33.9888207,-118.3414367,(323) 291-2211,G_Z8JlseO0ChrCHr9h6L0A,3860 W Slauson Ave,Los Angeles,US,CA,90043,T & D's Liquor Store,+13232912211,$,4.5,2,https://www.yelp.com/biz/t-and-ds-liquor-store-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
6,two-and-one-liquor-store-los-angeles,33.999298,-118.300498,(323) 291-9376,RAiivxuUbpsYmJYILoI9UA,4829 S Normandie Ave,Los Angeles,US,CA,90037,Two & One Liquor Store,+13232919376,$,5.0,1,https://www.yelp.com/biz/two-and-one-liquor-store-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
7,sans-liquor-and-market-inglewood,33.9665794372559,-118.31803894043,(323) 753-4586,MyheiR6B8MDfzEZUR2EmhA,7911 S Van Ness Ave,Inglewood,US,CA,90305,San's Liquor & Market,+13237534586,$,3.5,4,https://www.yelp.com/biz/sans-liquor-and-market-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
8,8th-liquor-mart-los-angeles,33.98518,-118.32673,(323) 758-7384,q9HFWed9r0fDlEiajEobAA,6007 8th Ave,Los Angeles,US,CA,90043,8th Liquor Mart,+13237587384,NA,5.0,2,https://www.yelp.com/biz/8th-liquor-mart-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
9,lucky-liquor-and-market-place-los-angeles,34.0108549661478,-118.317497104226,(323) 293-9470,q5a8D8MRgjvSPaWaEVx8Gg,2109 W Martin Luther King Blvd,Los Angeles,US,CA,90008,Lucky Liquor & Market Place,+13232939470,$,5.0,1,https://www.yelp.com/biz/lucky-liquor-and-market-place-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
10,kens-liquor-los-angeles,33.9709548950195,-118.278678894043,(323) 752-3541,BxDgBXCXAfub-3LL42TPiw,7535 S Broadway,Los Angeles,US,CA,90003,Ken's Liquor,+13237523541,$,3.5,2,https://www.yelp.com/biz/kens-liquor-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
11,huberts-liquor-los-angeles,34.0054283,-118.3301468,(323) 293-7297,znUOFrZhTIGodkRO0T2RBg,4307 Leimert Blvd,Los Angeles,US,CA,90008,Hubert's Liquor,+13232937297,$,2.0,2,https://www.yelp.com/biz/huberts-liquor-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
12,trojan-liquor-los-angeles,34.0272789001465,-118.291152954102,(323) 732-2734,zHf-mWbgtQj80TQ6snKLzg,3000 S Vermont Ave,Los Angeles,US,CA,90007,Trojan Liquor,+13237322734,$$,4.5,10,https://www.yelp.com/biz/trojan-liquor-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
13,my-liquor-bank-los-angeles,33.97254,-118.25608,(323) 585-0923,IHXPi2qkET-cWtguJwhxjg,7420 S Central Ave,Los Angeles,US,CA,90001,My Liquor Bank,+13235850923,$$,4.5,3,https://www.yelp.com/biz/my-liquor-bank-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
14,hanks-mini-market-los-angeles,33.97487,-118.32958,NA,bVhVV1RWelln7TDzip_HtQ,3301 W Florence Ave,Los Angeles,US,CA,90043,Hank's Mini Market,NA,NA,5.0,9,https://www.yelp.com/biz/hanks-mini-market-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
15,cal-mart-beer-and-wine-food-store-los-angeles,34.025139,-118.278862,(213) 747-4121,37m4koJBeawr6hp0doH4hQ,3003 S Figueroa St,Los Angeles,US,CA,90007,Cal Mart Beer & Wine Food Store,+12137474121,$,3.5,11,https://www.yelp.com/biz/cal-mart-beer-and-wine-food-store-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
16,slauson-liquor-los-angeles,33.9893,-118.32439,(323) 292-3001,-AvMn1zCdsapG_End5Z0Hw,2825 W Slauson Ave,Los Angeles,US,CA,90043,Slauson Liquor,+13232923001,NA,5.0,1,https://www.yelp.com/biz/slauson-liquor-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
17,purdy-liquor-los-angeles,33.9474649,-118.3865899,(310) 645-4240,nmTAM7qML0kuKszaTw07Og,5919 W 98th St,Los Angeles,US,CA,90045,Purdy Liquor,+13106454240,$$,3.5,21,https://www.yelp.com/biz/purdy-liquor-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
18,liquor-warehouse-inglewood,33.9451408,-118.3440857,(310) 412-5916,acl62_aoE2gEpaRGfa87Bw,10025 S Prarie,Inglewood,US,CA,90304,Liquor Warehouse,+13104125916,$,5.0,3,https://www.yelp.com/biz/liquor-warehouse-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
19,western-r-and-l-liquor-store-los-angeles,33.9168434,-118.308876,(323) 755-8527,WLJJ7jh3bcrOyNR69XViVQ,12714 S Western Ave,Los Angeles,US,CA,90047,Western R&L Liquor Store,+13237558527,NA,5.0,1,https://www.yelp.com/biz/western-r-and-l-liquor-store-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,liquor stores,yelp,12-01-2019
0,la-cannabis-co-inglewood-los-angeles,33.98545,-118.31199,(323) 778-8540,0zyJAQK15vOidZlc8ObknA,5993 S Saint Andrews Pl,Los Angeles,US,CA,90047,LA Cannabis Co - Inglewood,+13237788540,NA,4.5,13,https://www.yelp.com/biz/la-cannabis-co-inglewood-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
1,king-kush-collective-los-angeles-3,33.954827,-118.308771,(323) 208-9397,GkNLOCSaJkaElJp9WKzZ5g,8950 S Western Ave,Los Angeles,US,CA,90047,King Kush Collective,+13232089397,NA,4.0,18,https://www.yelp.com/biz/king-kush-collective-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
2,mr-ts-collective-los-angeles,33.97632,-118.33042,(323) 531-0104,RpeBh3M4FFLkww5E16E5Wg,6820 Crenshaw Blvd,Los Angeles,US,CA,90043,Mr. T's Collective,+13235310104,NA,5.0,1,https://www.yelp.com/biz/mr-ts-collective-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
3,medmen-los-angeles-lax-airport-los-angeles-4,33.95765,-118.39575,(424) 290-8030,wc5I4zMTqo9vaKM49mwixQ,8740 S Sepulveda Blvd,Los Angeles,US,CA,90045,MedMen Los Angeles - LAX Airport,+14242908030,$$,4.0,171,https://www.yelp.com/biz/medmen-los-angeles-lax-airport-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
4,supreme-og-los-angeles,34.052897,-118.3098959,(213) 808-9306,ozehaU2e8NsUWGKW-Je06g,984 S Manhattan Pl,Los Angeles,US,CA,90019,Supreme OG,+12138089306,NA,4.0,24,https://www.yelp.com/biz/supreme-og-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
5,aaa-wellness-center-los-angeles,33.9577229,-118.2780851,(562) 299-8004,sX7Y_BQiOeHbYAQ0agOwWA,8752 S Broadway,Los Angeles,US,CA,90003,AAA Wellness Center,+15622998004,NA,5.0,1,https://www.yelp.com/biz/aaa-wellness-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
6,stone-age-farmacy-gardena-2,33.9028818,-118.2857668,(310) 366-5906,BJYocxutMfYHgcfflvhDog,621 W Rosecrans Ave,Gardena,US,CA,90248,Stone Age Farmacy,+13103665906,NA,4.0,110,https://www.yelp.com/biz/stone-age-farmacy-gardena-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
7,new-age-care-center-los-angeles,34.01078,-118.2796,(323) 231-2795,4KbtXDM44XdBWQnR6IX9dw,350 W Martin Luther King Jr Blvd,Los Angeles,US,CA,90037,New Age Care Center,+13232312795,NA,4.0,18,https://www.yelp.com/biz/new-age-care-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
8,the-high-note-culver-city-los-angeles-2,34.02582,-118.3607,(213) 465-1646,IyyaTRg3o4fTkyqjHZ709g,5277 W Jefferson Blvd,Los Angeles,US,CA,90016,The High Note - Culver City,+12134651646,$$,4.5,13,https://www.yelp.com/biz/the-high-note-culver-city-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
9,mecca-mid-city-los-angeles,34.0344467,-118.3695938,(323) 879-9731,MBdtzD8eCUIgOdwwF89xdA,5738 W Washington Blvd,Los Angeles,US,CA,90016,Mecca Mid City,+13238799731,$,4.0,128,https://www.yelp.com/biz/mecca-mid-city-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
10,ladera-holistic-care-los-angeles,33.98869,-118.33738,(310) 754-9759,ecgr_zy36LwOT9QZxWZLOg,3662 W Slauson Blvd,Los Angeles,US,CA,90043,Ladera Holistic Care,+13107549759,NA,4.0,5,https://www.yelp.com/biz/ladera-holistic-care-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
11,goddess-delivers-los-angeles,33.97908,-118.25009,(855) 426-5246,WbDO8dlF-35TgY5TAhil_g,NA,Los Angeles,US,CA,90001,Goddess Delivers,+18554265246,NA,4.5,22,https://www.yelp.com/biz/goddess-delivers-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
12,herb-los-angeles-3,34.0434989929199,-118.250205993652,(844) 437-2213,_PVsgnMe_ut8BcQSVhAVgw,NA,Los Angeles,US,CA,90014,HERB,+18444372213,$$,4.5,64,https://www.yelp.com/biz/herb-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
13,california-caregivers-alliance-los-angeles-3,34.08235,-118.272037,(213) 353-0100,6no8euaaUgKGE-HwCaYiYg,2815 W Sunset Blvd,Los Angeles,US,CA,90026,California Caregivers Alliance,+12133530100,NA,4.5,205,https://www.yelp.com/biz/california-caregivers-alliance-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
