,review_id,rating,text,review_url,user_id,PROPERTYTYPE,Store_name,SOURCE,DATE_SCRAPED
0,8uh4jsbLeuHorLSMf2PYBw,5,"A great center that serves the community well. The place is packed with young boys to grown men playing basketball, and others rehearsing a theater...",https://www.yelp.com/biz/hermosa-beach-community-center-community-resources-department-hermosa-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=8uh4jsbLeuHorLSMf2PYBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,nTWdYtltu_S1YGFC1EVTPQ,community center,Hermosa Beach Community Center - Community Resources Department,yelp,01-31-2020
1,naJYcS6y3bSMPr3PAVeR6g,1,"Horribly ran skatepark. Hours are 3-7 on weekdays, only gives you 4 hours to skate. And the bald guy who is supposed to open the skatepark is always at...",https://www.yelp.com/biz/hermosa-beach-community-center-community-resources-department-hermosa-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=naJYcS6y3bSMPr3PAVeR6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ha5rwTGJGarj8jlh6MHdjQ,community center,Hermosa Beach Community Center - Community Resources Department,yelp,01-31-2020
2,087skZMN-rdjZf1b5CJ0YA,5,"Huh...didn't know there were ART CLASSES here..

Hermosa Beach Community center is home to several types of classes over the years. This facility is located...",https://www.yelp.com/biz/hermosa-beach-community-center-community-resources-department-hermosa-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=087skZMN-rdjZf1b5CJ0YA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,eip4EFZa6zRfG04TnKgNAw,community center,Hermosa Beach Community Center - Community Resources Department,yelp,01-31-2020
0,yl4ISeqcZf4RF1Ldnthg9Q,5,"Wonderful staff all around! 

I am a volunteer, and I can honestly say the children here receive the best tutoring and are able to participate in fun...",https://www.yelp.com/biz/mar-vista-family-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=yl4ISeqcZf4RF1Ldnthg9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,mnc2mcLdiWK5l3aWZWLvfA,community center,Mar Vista Family Center,yelp,01-31-2020
1,5jflW_tCtpkGiVkdsDnxPw,4,"A great community center!  My mother takes UCLA Extension preschool teacher's courses here.  The facility is very nice and up to date.  

They constantly...",https://www.yelp.com/biz/mar-vista-family-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=5jflW_tCtpkGiVkdsDnxPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,nUW_8s0NPf6fIf54roGBEA,community center,Mar Vista Family Center,yelp,01-31-2020
0,6-ghYwXYAIe0pciV9FyWOA,5,The place is so beautiful and the receptionist is informative and kind. I highly recommend to use the facility!,https://www.yelp.com/biz/lawndale-community-center-lawndale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=6-ghYwXYAIe0pciV9FyWOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,T9xT8I_HrH5pe0T3DRUBlQ,community center,Lawndale Community Center,yelp,01-31-2020
1,eHFbwzGkH4jpshXhkD4slQ,2,I am very disappointed in the quality of customer service I received from this place of business. I was interested in renting one of their banquet rooms for...,https://www.yelp.com/biz/lawndale-community-center-lawndale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=eHFbwzGkH4jpshXhkD4slQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,6a9sZHY8_8GZecE7HUrM0A,community center,Lawndale Community Center,yelp,01-31-2020
2,xbs1rD9RiQThJ2rft1xYLQ,2,"Horrible service, in no way did they want to help. It's a shame that they were just so rude, especially when I live in Lawndale and expect so much more from...",https://www.yelp.com/biz/lawndale-community-center-lawndale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=xbs1rD9RiQThJ2rft1xYLQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,wUnz6-5FAwSpG-JFQhdgxg,community center,Lawndale Community Center,yelp,01-31-2020
0,WmU8VVoUyrGyKexS8KpJJw,5,"My parents have been attending garden classes there for almost 2 years. The place recently added a small market....

Let me tell you, the food is amazing. I...",https://www.yelp.com/biz/paul-robeson-community-wellness-center-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=WmU8VVoUyrGyKexS8KpJJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,WOZF-HpBr0yvkW7rP4CeUg,community center,Paul Robeson Community Wellness Center,yelp,01-31-2020
1,kgl7UScocKshNwjLsZwLwg,5,"Love this place. The produce is fresh and local, and you can buy all the pantry necessities in bulk! The CSU branded goods (including the teas, spice mixes,...",https://www.yelp.com/biz/paul-robeson-community-wellness-center-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=kgl7UScocKshNwjLsZwLwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Ua8hKoSxpyw2BOY1iDILNg,community center,Paul Robeson Community Wellness Center,yelp,01-31-2020
2,LLMPj5fA1T5Y02zFvyZS_g,5,The Paul Robeson Community Wellness Center is an oasis in the middle of a (food) desert! There is literally nowhere else within a 15 mile radius that you...,https://www.yelp.com/biz/paul-robeson-community-wellness-center-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=LLMPj5fA1T5Y02zFvyZS_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,-fggGDFrhUhR2loeT-XRow,community center,Paul Robeson Community Wellness Center,yelp,01-31-2020
0,nkUyWkwvmSAJrRiMvWRXMg,5,"If your looking for a venue to host your next event, search no more, because you've found the place! My name is Jose (JD) Daniel Vargas and I have known of...",https://www.yelp.com/biz/carson-center-carson?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=nkUyWkwvmSAJrRiMvWRXMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,AQFiz383o2FvXNskhDBu8Q,community center,Carson Center,yelp,01-31-2020
1,SAE33eSX7t8acukLqEneLg,1,The service was terrible. As I walked in a helper/employee asked me to throw my drink out. She only asked me and several others were eating and drinking...,https://www.yelp.com/biz/carson-center-carson?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=SAE33eSX7t8acukLqEneLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ME6S-7dskMsHNXF99WSKng,community center,Carson Center,yelp,01-31-2020
2,BvbJ8qfJwbIYlHgeVNVN0Q,5,"This center is clean, professional and spacious. It's always an honor to commemrate the Lord's Evening Meal here on an annual basis. Parking is always a...",https://www.yelp.com/biz/carson-center-carson?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=BvbJ8qfJwbIYlHgeVNVN0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,OcBAg1qcBxyXlDW9OGSZJg,community center,Carson Center,yelp,01-31-2020
0,W4aJy40Y4KJL2Azw-ZfJgA,5,I went for their last sticker show and man did they put out. The graffiti on the walls were amazing and the band that performed was great !! I love that...,https://www.yelp.com/biz/chucos-justice-center-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=W4aJy40Y4KJL2Azw-ZfJgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,iAq4Wq1ucIGpRaEuti2vxA,community center,Chuco's Justice Center,yelp,01-31-2020
1,3WQ4xUr5sIEIJ04nIedJ5w,5,You want justice you will get it here. The community's gem. This group never gives up. A real spirited group of young people and mentors,https://www.yelp.com/biz/chucos-justice-center-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=3WQ4xUr5sIEIJ04nIedJ5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,uVztVNAcpZnL5aWu3PqntQ,community center,Chuco's Justice Center,yelp,01-31-2020
2,H82iKSMUPZUjS9HdVn8dLg,4,"This is definitely a hidden gem in Los Angeles. They offer homage to fallen citizens, offer tons of cultural classes like capoeira Angola and samba, and...",https://www.yelp.com/biz/chucos-justice-center-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=H82iKSMUPZUjS9HdVn8dLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,uGJByenTmuO51wnqVcMFMg,community center,Chuco's Justice Center,yelp,01-31-2020
0,09-L5K8-LKIHPR56IOFELg,5,Probably one of my favorite parks to go to. I love how isolated it is and the ample amount of trees and picnic tables sorted throughout the park. It's...,https://www.yelp.com/biz/ladera-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=09-L5K8-LKIHPR56IOFELg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,VGXXhHTTCetufunj0m2_vQ,community center,Ladera Park,yelp,01-31-2020
1,HQn40w6KOZ3Zx4CKgCVVkQ,3,Ladera Park is one of those Los Angeles parks that has been around forever. Growing up in Southcentral LA during the early 1960s this park was a wonderland...,https://www.yelp.com/biz/ladera-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=HQn40w6KOZ3Zx4CKgCVVkQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,KGXWpnGr-KS9HAfV0YUDgg,community center,Ladera Park,yelp,01-31-2020
2,awrgKoRQ5JMR1eY8zNR_bg,4,"Nice park close to our home. I really enjoy walking to this park w my daughter. They have a basketball court, tall trees that provide lots of shade, picnic...",https://www.yelp.com/biz/ladera-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=awrgKoRQ5JMR1eY8zNR_bg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,QNOn1ejWZYqxxAH5wsuj4Q,community center,Ladera Park,yelp,01-31-2020
0,DMUPfi-OGHA8oJv3mm6qbg,5,"I have never considered writing a review for JACCC despite being a member, I don't consider it as a yelp spot.
Membership has many discounts (i usually...",https://www.yelp.com/biz/japanese-american-cultural-and-community-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=DMUPfi-OGHA8oJv3mm6qbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,XMH1DkucYJ_bZ3-cM99gHA,community center,Japanese American Cultural & Community Center,yelp,01-31-2020
1,SG3CfcNhL9pulmso7Ob--g,4,"We had an event there...  and it's a lovely space...  highly recommend it for a meeting or even a more high-end event.  

The gardens are lovely.  The staff...",https://www.yelp.com/biz/japanese-american-cultural-and-community-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=SG3CfcNhL9pulmso7Ob--g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,0x9xu_b0Ct_6hG6jaxpztw,community center,Japanese American Cultural & Community Center,yelp,01-31-2020
2,OQJDkvkQa8izUvjySF8wDw,5,"I love coming here for all their different displays, whether it be ikebana, pottery, bonsai, etc.  I hadn't  had the chance to come in a while. This last...",https://www.yelp.com/biz/japanese-american-cultural-and-community-center-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=OQJDkvkQa8izUvjySF8wDw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,GHYUiM3elmIbwpwrIqR_ew,community center,Japanese American Cultural & Community Center,yelp,01-31-2020
0,m09NHdtI8TawnPMhXGtWQg,5,Such an awesome center! They offer so many programs here and the staff is amazing! They just remodeled the playground and it looks so nice!very thankful for...,https://www.yelp.com/biz/richstone-family-center-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=m09NHdtI8TawnPMhXGtWQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,q_vhO35lho9qk4aZdIH3bg,community center,Richstone Family Center,yelp,01-31-2020
1,stzTsXmRCtw46wPciHJQ-w,5,Love this place so helpful with everything and the people are so nice and they have so many programs tgat are very resourceful for families,https://www.yelp.com/biz/richstone-family-center-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=stzTsXmRCtw46wPciHJQ-w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,DrdGku0_C7gzvIQdvvB36g,community center,Richstone Family Center,yelp,01-31-2020
2,IrzZbOfy-h0K0cMIO9wTpQ,5,I have been going here since before I started counseling with my boyfriend. I actually started coming here because I wanted to be better then I could ever...,https://www.yelp.com/biz/richstone-family-center-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=IrzZbOfy-h0K0cMIO9wTpQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,lfK-PIhUcgfenp0LgfdICQ,community center,Richstone Family Center,yelp,01-31-2020
0,X9XySMf_GUsO67cixdxdfA,5,Jesus is the best. Front desk super helpful. Facility is great. Easy lOcation to reserve,https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=X9XySMf_GUsO67cixdxdfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,8VyPymHmrU-olE_6WKSBSQ,community center,Barbara J Riley Community and Senior Center,yelp,01-31-2020
1,AufnCftak8P3IraRflfvYQ,4,It's a great rec center. The Young Chefs cooking class they offer is awesome and totally affordable. If you're looking for an activity to get your child...,https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=AufnCftak8P3IraRflfvYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,2M2GdA9HzcXI5cqECZDqgg,community center,Barbara J Riley Community and Senior Center,yelp,01-31-2020
2,xJ91b50A5GHGPuH18XQ_FQ,3,"The Barbara J Riley Community and Senior Center in Downey is a nice, well-kept facility as far as first impressions go. 

For the months of October and...",https://www.yelp.com/biz/barbara-j-riley-community-and-senior-center-downey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=xJ91b50A5GHGPuH18XQ_FQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,SRqtqW96nDIxtDM7qc1YGA,community center,Barbara J Riley Community and Senior Center,yelp,01-31-2020
0,4TEyqyBxYLLR_aAbWTVRcQ,5,"The Community Center is the premier place for community events and city council meetings. It's also home of a free monthly movie night, dances and senior...",https://www.yelp.com/biz/bell-community-center-bell?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=4TEyqyBxYLLR_aAbWTVRcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,Y9uxvV7WL9R01eGxNXZsGw,community center,Bell Community Center,yelp,01-31-2020
0,M7dkyDHqxaJxif4K1uY5nw,4,"It's a pocket park with some more in-depth stuff...  great if you have a kiddo or are a super nature lover or learning about gardening.

Even sans children...",https://www.yelp.com/biz/stoneview-nature-center-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=M7dkyDHqxaJxif4K1uY5nw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,0x9xu_b0Ct_6hG6jaxpztw,community center,Stoneview Nature Center,yelp,01-31-2020
1,DR5V-xn668lsN62-YNMLRg,5,Culver City's best kept semi-secret! There are walking trails for strolling mostly and leads to a killer hillside trail with city views and the otherside of...,https://www.yelp.com/biz/stoneview-nature-center-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=DR5V-xn668lsN62-YNMLRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,ApeirrEHJaUmGwVe9gfPlg,community center,Stoneview Nature Center,yelp,01-31-2020
2,gVIPgRMAyWLKFsIxXz9bQw,5,"Came here on a field trip with my sons ELR class. Nice staff, beautiful view around the front of the center. My kids loved the quails (I think that's what...",https://www.yelp.com/biz/stoneview-nature-center-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=gVIPgRMAyWLKFsIxXz9bQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,m97tyjVYgFbZ2QusEvoIUg,community center,Stoneview Nature Center,yelp,01-31-2020
0,DeWNvwOmhkBVcc9NJuJUBA,5,I am soooo glad they have resurfaced and relined the 2 tennis courts to accomodate up to 8 pickleball courts.  Wednesdays 5-8pm and Saturdays 9am-12pm are...,https://www.yelp.com/biz/darby-park-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=DeWNvwOmhkBVcc9NJuJUBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,oEpzKsxepiCoMvNbXbBUWQ,community center,Darby Park,yelp,01-31-2020
1,QR4rfIdVJvW0u09tnFHc4w,1,"What's a nice park worth when the same meth addicted toothless hobos and losers still live there? 

NOTHING.",https://www.yelp.com/biz/darby-park-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=QR4rfIdVJvW0u09tnFHc4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,pA9oqDlBYYGWHT1DNQCNMQ,community center,Darby Park,yelp,01-31-2020
2,Sz66gjXJLewl0I4NR2gZ4g,3,"I would love to give this park 5 stars however, there is garbage EVERY WHERE! I think maybe they have the summer lunch program for kids who need it? But...",https://www.yelp.com/biz/darby-park-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=Sz66gjXJLewl0I4NR2gZ4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,_yhwP1s1jlqKvYAFCnzFlQ,community center,Darby Park,yelp,01-31-2020
0,DmxMduYXi0WgpGFjiyvJAg,5,"Great place to play Pickleball on tues am 9-12 thurs am 9-12 and Tuesday night 6-9pm 

Friendly group of people you can find on Facebook called Glendale...",https://www.yelp.com/biz/pacific-park-and-community-center-glendale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=DmxMduYXi0WgpGFjiyvJAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,x1zZPjSL5NOy2c5lqHjGZg,community center,Pacific Park and Community Center,yelp,01-31-2020
1,uyBdZ0-sJkY2LiadhotKiA,5,"My kids love this park, especially during the summer when they have the Splash Pad going. It is easy to take the kids and let them run around. They go...",https://www.yelp.com/biz/pacific-park-and-community-center-glendale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=uyBdZ0-sJkY2LiadhotKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,BZzH2FHFacwcDuCbjQWasw,community center,Pacific Park and Community Center,yelp,01-31-2020
2,6NI_eeeF8zNDCsEFuhAsAw,5,I love coming to this park. I love to play basketball and shoot around both  in the inside and outside courts. The baseball and soccer field are large...,https://www.yelp.com/biz/pacific-park-and-community-center-glendale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=6NI_eeeF8zNDCsEFuhAsAw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,wDJtaqfhrStAwqwRuxdMIg,community center,Pacific Park and Community Center,yelp,01-31-2020
0,CZbZuAdsdKwJS3LmdNFN4Q,5,"""this is the 21st century and we need to redefine r/evolution. 
this planet needs a people's r/evolution. a humanist r/evolution. 

r/evolution is not about...",https://www.yelp.com/biz/community-services-unlimited-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&hrid=CZbZuAdsdKwJS3LmdNFN4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,AKU_tzrvCj70vNR7D6HTNw,community center,Community Services Unlimited,yelp,01-31-2020
